Bit Depth,Hole Depth,On Bottom ROP,Weight on Bit,Block Height,Hook Load,Rotary RPM,Rotary Torque,Standpipe Pressure,3rd Party Gas,Meters Per Hour,Minutes Per Meter,Total Pump Output,DD-MMM-YYYY,HH:MM:SS
1683.62,1683.62,20.32,0,48.2,65.1,46,321.334,16133,-999.25,20.32,2.95,1.51,22-Mar-07,21:07:10
1683.69,1683.69,20.32,0,48.2,65.6,49,310.667,16129,-999.25,20.32,2.95,1.51,22-Mar-07,21:07:20
1683.71,1683.71,20.32,0.1,48.1,65.7,49,343.334,16252,-999.25,20.32,2.95,1.51,22-Mar-07,21:07:30
1683.79,1683.79,20.32,0,48.1,66.4,51,294.667,16188,-999.25,20.32,2.95,1.51,22-Mar-07,21:07:40
1683.85,1683.85,19.85,0.1,48,64.3,46,307.334,16059,-999.25,19.85,3.02,1.51,22-Mar-07,21:07:50
1683.88,1683.88,19.85,0,48,65.3,47,293.334,16060,-999.25,19.85,3.02,1.51,22-Mar-07,21:08:00
1683.91,1683.91,19.85,0,47.9,65.4,46,309.334,16006,-999.25,19.85,3.02,1.51,22-Mar-07,21:08:10
1684.01,1684.01,18.34,0,47.9,65.7,48,312.001,16003,-999.25,18.34,3.27,1.51,22-Mar-07,21:08:20
1684.08,1684.08,18.34,0,47.8,64.3,45,312.667,16117,-999.25,18.34,3.27,1.51,22-Mar-07,21:08:30
1684.12,1684.12,18.34,0.3,47.7,64.3,49,312.001,16137,-999.25,18.34,3.27,1.51,22-Mar-07,21:08:40
1684.12,1684.12,18.34,0.2,47.7,64.5,47,304.001,15989,-999.25,18.34,3.27,1.51,22-Mar-07,21:08:50
1684.17,1684.17,18.34,0,47.7,64.9,48,299.334,15986,-999.25,18.34,3.27,1.51,22-Mar-07,21:09:00
1684.22,1684.22,15.03,0,47.6,64.9,47,314.667,15908,-999.25,15.03,3.99,1.51,22-Mar-07,21:09:10
1684.27,1684.27,15.03,0,47.6,65.3,48,316.001,16130,-999.25,15.03,3.99,1.51,22-Mar-07,21:09:20
1684.34,1684.34,15.03,0.2,47.5,64.4,47,297.334,15994,-999.25,15.03,3.99,1.51,22-Mar-07,21:09:30
1684.37,1684.37,15.03,0.9,47.4,63.2,48,305.334,15926,-999.25,15.03,3.99,1.51,22-Mar-07,21:09:40
1684.39,1684.39,15.03,0.4,47.4,64.7,46,334.667,16183,-999.25,15.03,3.99,1.51,22-Mar-07,21:09:50
1684.4,1684.4,15.03,0,47.4,66.3,50,310.667,16259,-999.25,15.03,3.99,1.51,22-Mar-07,21:10:00
1684.48,1684.48,13.55,0,47.4,65.6,48,304.667,15839,-999.25,13.55,4.43,1.51,22-Mar-07,21:10:10
1684.52,1684.52,13.55,0,47.3,65.2,46,318.001,16078,-999.25,13.55,4.43,1.51,22-Mar-07,21:10:20
1684.56,1684.56,13.55,0,47.3,65.4,47,294.667,16078,-999.25,13.55,4.43,1.51,22-Mar-07,21:10:30
1684.62,1684.62,19.88,0,47.2,65.8,49,287.334,15924,-999.25,19.88,3.02,1.51,22-Mar-07,21:10:40
1684.66,1684.66,19.88,0,47.2,65.6,49,296.667,15889,-999.25,19.88,3.02,1.51,22-Mar-07,21:10:50
1684.69,1684.69,19.88,0,47.1,65.4,47,292.667,15818,-999.25,19.88,3.02,1.51,22-Mar-07,21:11:00
1684.69,1684.69,19.88,0,47.1,66,53,263.334,15818,-999.25,19.88,3.02,1.52,22-Mar-07,21:11:10
1684.69,1684.69,19.88,0,47.1,66.4,54,246.001,15430,-999.25,19.88,3.02,1.52,22-Mar-07,21:11:20
1684.69,1684.69,19.88,0,47.1,66.6,55,229.334,15204,-999.25,19.88,3.02,1.52,22-Mar-07,21:11:30
1684.69,1684.69,19.88,0,47.1,66.8,56,222.001,15097,-999.25,19.88,3.02,1.53,22-Mar-07,21:11:40
1684.69,1684.69,19.88,0,47.1,67,57,214.667,15047,-999.25,19.88,3.02,1.53,22-Mar-07,21:11:50
1684.69,1684.69,19.88,0,47.1,67.1,58,203.334,14975,-999.25,19.88,3.02,1.53,22-Mar-07,21:12:00
1684.69,1684.69,19.88,0,47.1,67.2,58,198.667,14920,-999.25,19.88,3.02,1.53,22-Mar-07,21:12:10
1684.69,1684.69,19.88,0,47.1,67.3,59,193.334,14878,-999.25,19.88,3.02,1.53,22-Mar-07,21:12:20
1684.69,1684.69,19.88,0,47.1,67.4,59,192.001,14868,-999.25,19.88,3.02,1.53,22-Mar-07,21:12:30
1684.69,1684.69,19.88,0,47.1,67.5,59,192.667,14858,-999.25,19.88,3.02,1.53,22-Mar-07,21:12:40
1684.69,1684.69,19.88,0,47.1,67.6,59,192.667,14858,-999.25,19.88,3.02,1.53,22-Mar-07,21:12:50
1684.69,1684.69,19.88,0,47.1,67.7,60,188.001,14835,-999.25,19.88,3.02,1.53,22-Mar-07,21:13:00
1684.69,1684.69,19.88,0,47.1,67.8,60,186.001,14811,-999.25,19.88,3.02,1.53,22-Mar-07,21:13:10
1684.69,1684.69,19.88,0,47.1,67.9,60,182.667,14783,-999.25,19.88,3.02,1.53,22-Mar-07,21:13:20
1684.69,1684.69,19.88,0,47.1,67.9,61,181.334,14763,-999.25,19.88,3.02,1.53,22-Mar-07,21:13:30
1684.69,1684.69,19.88,0,47.1,68,61,179.334,14748,-999.25,19.88,3.02,1.53,22-Mar-07,21:13:40
1684.69,1684.69,19.88,0,47.1,68,62,178.001,14726,-999.25,19.88,3.02,1.53,22-Mar-07,21:13:50
1684.69,1684.69,19.88,0,47.1,68.1,62,176.667,14716,-999.25,19.88,3.02,1.53,22-Mar-07,21:14:00
1684.69,1684.69,19.88,0,47.1,68.1,62,175.334,14707,-999.25,19.88,3.02,1.54,22-Mar-07,21:14:10
1684.69,1684.69,19.88,0,47.1,68.1,62,174.001,14683,-999.25,19.88,3.02,1.54,22-Mar-07,21:14:20
1684.69,1684.69,19.88,0,47.1,68.2,63,170.667,14668,-999.25,19.88,3.02,1.54,22-Mar-07,21:14:30
1684.69,1684.69,19.88,0,47.1,68.3,63,171.334,14658,-999.25,19.88,3.02,1.54,22-Mar-07,21:14:40
1684.69,1684.69,19.88,0,47.1,68.3,45,162.001,14646,-999.25,19.88,3.02,1.54,22-Mar-07,21:14:50
1684.07,1684.69,0,0,47.7,73.9,43,918.001,14641,-999.25,0,0,1.54,22-Mar-07,21:15:00
1682.59,1684.69,0,0,49.2,72.8,11,474.001,14580,-999.25,0,0,1.54,22-Mar-07,21:15:10
1680.55,1684.69,0,0,51.3,72.6,0,0,14642,-999.25,0,0,1.54,22-Mar-07,21:15:20
1678.05,1684.69,0,0,53.8,72.6,0,0,14648,-999.25,0,0,1.54,22-Mar-07,21:15:30
1674.99,1684.69,0,0,56.8,73.2,0,0,13380,-999.25,0,0,0.63,22-Mar-07,21:15:40
1672.07,1684.69,0,0,59.7,73.3,0,0,2479,-999.25,0,0,0,22-Mar-07,21:15:50
1671.58,1684.69,0,0,60.7,73.2,0,0,110,-999.25,0,0,0,22-Mar-07,21:16:00
1671.58,1684.69,0,0,60.2,35,0,0,110,-999.25,0,0,0,22-Mar-07,21:16:10
1671.58,1684.69,0,0,60.2,35.2,0,0,0,-999.25,0,0,0,22-Mar-07,21:16:20
1671.58,1684.69,0,0,60.2,34.7,0,0,0,-999.25,0,0,0,22-Mar-07,21:16:30
1671.58,1684.69,0,0,60.2,34.8,25,372.001,0,-999.25,0,0,0,22-Mar-07,21:16:40
1671.58,1684.69,0,0,60.2,22.9,34,322.667,0,-999.25,0,0,0,22-Mar-07,21:16:50
1671.58,1684.69,0,0,60.3,15.8,21,900.668,0,-999.25,0,0,0,22-Mar-07,21:17:00
1671.58,1684.69,0,0,60.7,15.4,21,1098.67,0,-999.25,0,0,0,22-Mar-07,21:17:10
1671.58,1684.69,0,0,60.7,15.8,8,66.001,0,-999.25,0,0,0,22-Mar-07,21:17:20
1671.58,1684.69,0,0,60.6,16.5,0,0,0,-999.25,0,0,0,22-Mar-07,21:17:30
1671.58,1684.69,0,0,60.5,14.6,0,0,0,-999.25,0,0,0,22-Mar-07,21:17:40
1671.58,1684.69,0,0,60.5,18,0,0,0,-999.25,0,0,0,22-Mar-07,21:17:50
1671.58,1684.69,0,0,60.5,16.5,0,0,0,-999.25,0,0,0,22-Mar-07,21:18:00
1671.58,1684.69,0,0,60.5,15.9,0,0,0,-999.25,0,0,0,22-Mar-07,21:18:10
1671.58,1684.69,0,0,60.5,15.7,0,0,0,-999.25,0,0,0,22-Mar-07,21:18:20
1671.58,1684.69,0,0,60.5,15.6,0,0,0,-999.25,0,0,0,22-Mar-07,21:18:30
1671.58,1684.69,0,0,60.5,15.6,0,0,0,-999.25,0,0,0,22-Mar-07,21:18:40
1671.58,1684.69,0,0,60.5,15.5,0,0,0,-999.25,0,0,0,22-Mar-07,21:18:50
1671.58,1684.69,0,0,60.5,15.6,0,0,0,-999.25,0,0,0,22-Mar-07,21:19:00
1671.58,1684.69,0,0,60.5,17,0,0,0,-999.25,0,0,0,22-Mar-07,21:19:10
1671.58,1684.69,0,0,64,17.1,0,0,0,-999.25,0,0,0,22-Mar-07,21:19:20
1671.58,1684.69,0,0,70.1,16.3,0,0,0,-999.25,0,0,0,22-Mar-07,21:19:30
1671.58,1684.69,0,0,69.9,16.3,0,0,0,-999.25,0,0,0,22-Mar-07,21:19:40
1671.58,1684.69,0,0,69.8,20.9,0,0,0,-999.25,0,0,0,22-Mar-07,21:19:50
1671.44,1684.69,0,0,70,74.3,0,0,0,-999.25,0,0,0,22-Mar-07,21:20:00
1678.51,1684.69,0,0,69.9,70.8,0,0,0,-999.25,0,0,0,22-Mar-07,21:20:10
1682.72,1684.69,0,0,62.7,73.7,0,0,0,-999.25,0,0,0,22-Mar-07,21:20:20
1683.56,1684.69,0,0,58.7,74.8,28,18.001,0,-999.25,0,0,0,22-Mar-07,21:20:30
1683.58,1684.69,0,0,57.8,67.5,11,0.667,0,-999.25,0,0,0,22-Mar-07,21:20:40
1683.58,1684.69,0,0,57.8,65.7,0,0,3732,-999.25,0,0,1.55,22-Mar-07,21:20:50
1683.58,1684.69,0,0,57.8,65.2,0,0,10399,-999.25,0,0,1.63,22-Mar-07,21:21:00
1683.58,1684.69,0,0,57.8,65.2,0,0,13729,-999.25,0,0,1.56,22-Mar-07,21:21:10
1683.58,1684.69,0,0,57.8,65.5,0,0,14196,-999.25,0,0,1.54,22-Mar-07,21:21:20
1683.58,1684.69,0,0,57.8,65.6,0,0,14354,-999.25,0,0,1.53,22-Mar-07,21:21:30
1683.58,1684.69,0,0,57.8,65.8,0,0,14431,-999.25,0,0,1.53,22-Mar-07,21:21:40
1683.58,1684.69,0,0,57.8,65.9,0,0,14433,-999.25,0,0,1.53,22-Mar-07,21:21:50
1683.58,1684.69,0,0,57.8,65.9,0,0,14431,-999.25,0,0,1.53,22-Mar-07,21:22:00
1683.58,1684.69,0,0,57.8,66,0,0,14419,-999.25,0,0,1.53,22-Mar-07,21:22:10
1683.58,1684.69,0,0,57.8,66.1,0,0,14416,-999.25,0,0,1.53,22-Mar-07,21:22:20
1683.58,1684.69,0,0,57.8,66.1,0,0,14416,-999.25,0,0,1.53,22-Mar-07,21:22:30
1683.58,1684.69,0,0,57.8,66.2,0,0,14415,-999.25,0,0,1.53,22-Mar-07,21:22:40
1683.58,1684.69,0,0,57.8,66.2,0,0,14476,-999.25,0,0,1.53,22-Mar-07,21:22:50
1683.58,1684.69,0,0,57.8,66.2,0,0,14476,-999.25,0,0,1.53,22-Mar-07,21:23:00
1683.58,1684.69,0,0,57.8,66.2,0,0,14474,-999.25,0,0,1.52,22-Mar-07,21:23:10
1683.58,1684.69,0,0,57.8,66.3,0,0,14472,-999.25,0,0,1.52,22-Mar-07,21:23:20
1683.58,1684.69,0,0,57.8,66.3,0,0,14470,-999.25,0,0,1.53,22-Mar-07,21:23:30
1683.58,1684.69,0,0,57.8,66.3,0,0,14473,-999.25,0,0,1.53,22-Mar-07,21:23:40
1683.58,1684.69,0,0,57.8,66.3,0,0,14473,-999.25,0,0,1.53,22-Mar-07,21:23:50
1683.58,1684.69,0,0,57.8,66.3,0,0,14466,-999.25,0,0,1.53,22-Mar-07,21:24:00
1683.58,1684.69,0,0,57.8,66.3,0,0,14468,-999.25,0,0,1.52,22-Mar-07,21:24:10
1683.58,1684.69,0,0,57.8,66.3,0,0,14456,-999.25,0,0,1.53,22-Mar-07,21:24:20
1683.58,1684.69,0,0,57.8,66.3,0,0,14455,-999.25,0,0,1.53,22-Mar-07,21:24:30
1683.58,1684.69,0,0,57.8,66.4,0,0,14457,-999.25,0,0,1.53,22-Mar-07,21:24:40
1683.58,1684.69,0,0,57.8,66.4,0,0,14449,-999.25,0,0,1.53,22-Mar-07,21:24:50
1683.58,1684.69,0,0,57.8,66.4,0,0,14449,-999.25,0,0,1.53,22-Mar-07,21:25:00
1683.58,1684.69,0,0,57.8,66.4,0,0,14450,-999.25,0,0,1.53,22-Mar-07,21:25:10
1683.58,1684.69,0,0,57.8,66.4,0,0,14443,-999.25,0,0,1.53,22-Mar-07,21:25:20
1683.58,1684.69,0,0,57.8,66.4,0,0,14444,-999.25,0,0,1.53,22-Mar-07,21:25:30
1683.58,1684.69,0,0,57.8,66.4,0,0,14444,-999.25,0,0,1.53,22-Mar-07,21:25:40
1683.58,1684.69,0,0,57.8,66.4,0,0,14440,-999.25,0,0,1.53,22-Mar-07,21:25:50
1683.58,1684.69,0,0,57.8,66.4,0,0,14436,-999.25,0,0,1.53,22-Mar-07,21:26:00
1683.58,1684.69,0,0,57.8,66.4,0,0,14433,-999.25,0,0,1.53,22-Mar-07,21:26:10
1683.58,1684.69,0,0,57.8,66.4,0,0,14423,-999.25,0,0,1.53,22-Mar-07,21:26:20
1683.58,1684.69,0,0,57.8,66.4,0,0,14419,-999.25,0,0,1.53,22-Mar-07,21:26:30
1683.58,1684.69,0,0,57.8,66.4,0,0,14418,-999.25,0,0,1.53,22-Mar-07,21:26:40
1683.58,1684.69,0,0,57.8,66.4,0,0,14423,-999.25,0,0,1.53,22-Mar-07,21:26:50
1683.58,1684.69,0,0,57.8,66.4,0,0,14402,-999.25,0,0,1.53,22-Mar-07,21:27:00
1683.58,1684.69,0,0,57.8,67.6,22,198.001,14385,-999.25,0,0,1.53,22-Mar-07,21:27:10
1684.1,1684.69,0,0,57.8,70.4,27,549.334,14568,-999.25,0,0,1.54,22-Mar-07,21:27:20
1684.64,1684.69,0,0,57.3,69.4,27,192.001,14582,-999.25,0,0,1.53,22-Mar-07,21:27:30
1684.78,1684.78,0,0,56.7,68.6,26,324.001,15385,-999.25,0,0,1.53,22-Mar-07,21:27:40
1684.81,1684.81,2.53,0,56.6,66.4,44,518.667,15755,-999.25,2.53,23.71,1.51,22-Mar-07,21:27:50
1684.89,1684.89,2.53,0,56.6,66.1,44,344.667,15701,-999.25,2.53,23.71,1.51,22-Mar-07,21:28:00
1684.97,1684.97,2.53,0,56.5,64.4,41,347.334,16230,-999.25,2.53,23.71,1.5,22-Mar-07,21:28:10
1685.02,1685.02,25.47,0,56.4,65.2,49,375.334,16295,-999.25,25.47,2.36,1.5,22-Mar-07,21:28:20
1685.07,1685.07,25.47,0,56.4,65.9,52,336.667,16091,-999.25,25.47,2.36,1.51,22-Mar-07,21:28:30
1685.15,1685.15,25.47,0,56.3,65.6,52,328.667,15977,-999.25,25.47,2.36,1.51,22-Mar-07,21:28:40
1685.16,1685.16,25.47,0,56.2,66.2,54,318.001,16024,-999.25,25.47,2.36,1.51,22-Mar-07,21:28:50
1685.24,1685.24,19.41,0,56.2,65.6,53,320.667,15778,-999.25,19.41,3.09,1.51,22-Mar-07,21:29:00
1685.28,1685.28,19.41,0,56.2,65.5,53,318.001,15869,-999.25,19.41,3.09,1.51,22-Mar-07,21:29:10
1685.32,1685.32,19.41,0,56.1,65.4,51,329.334,16032,-999.25,19.41,3.09,1.51,22-Mar-07,21:29:20
1685.38,1685.38,19.41,0,56.1,65.7,51,326.001,16018,-999.25,19.41,3.09,1.5,22-Mar-07,21:29:30
1685.42,1685.42,15.83,0,56,66.5,53,306.667,15997,-999.25,15.83,3.79,1.51,22-Mar-07,21:29:40
1685.49,1685.49,15.83,0,56,66.2,52,309.334,15716,-999.25,15.83,3.79,1.51,22-Mar-07,21:29:50
1685.55,1685.55,15.83,0,55.9,66.1,52,310.001,15788,-999.25,15.83,3.79,1.51,22-Mar-07,21:30:00
1685.6,1685.6,15.83,0,55.8,65.1,53,326.667,15998,-999.25,15.83,3.79,1.51,22-Mar-07,21:30:10
1685.65,1685.65,23.23,0,55.8,64.7,53,313.334,15966,-999.25,23.23,2.58,1.51,22-Mar-07,21:30:20
1685.66,1685.66,23.23,0,55.7,65.4,53,304.001,15855,-999.25,23.23,2.58,1.51,22-Mar-07,21:30:30
1685.71,1685.71,23.23,0,55.7,65.9,53,317.334,15834,-999.25,23.23,2.58,1.51,22-Mar-07,21:30:40
1685.76,1685.76,23.23,0,55.7,66.6,55,298.667,15873,-999.25,23.23,2.58,1.51,22-Mar-07,21:30:50
1685.82,1685.82,16.23,0,55.6,65.1,51,323.334,15921,-999.25,16.23,3.7,1.51,22-Mar-07,21:31:00
1685.88,1685.88,16.23,0,55.6,65.7,52,312.001,15974,-999.25,16.23,3.7,1.5,22-Mar-07,21:31:10
1685.92,1685.92,16.23,0,55.5,66.1,53,318.667,15960,-999.25,16.23,3.7,1.51,22-Mar-07,21:31:20
1686.02,1686.02,21.01,0.2,55.5,65.2,52,314.001,15829,-999.25,21.01,2.86,1.51,22-Mar-07,21:31:30
1686.03,1686.03,21.01,0.1,55.4,64.6,52,320.001,15968,-999.25,21.01,2.86,1.51,22-Mar-07,21:31:40
1686.07,1686.07,21.01,0,55.4,65.2,52,338.667,16058,-999.25,21.01,2.86,1.5,22-Mar-07,21:31:50
1686.1,1686.1,21.01,0,55.3,66.6,54,318.001,16105,-999.25,21.01,2.86,1.51,22-Mar-07,21:32:00
1686.2,1686.2,21.01,0,55.3,65.7,54,306.667,15747,-999.25,21.01,2.86,1.51,22-Mar-07,21:32:10
1686.27,1686.27,16.96,1.7,55.2,63.4,51,324.667,16005,-999.25,16.96,3.54,1.5,22-Mar-07,21:32:20
1686.27,1686.27,16.96,1.5,55.1,62.9,52,333.334,16106,-999.25,16.96,3.54,1.5,22-Mar-07,21:32:30
1686.27,1686.27,16.96,0,55.1,64.4,52,321.334,15986,-999.25,16.96,3.54,1.5,22-Mar-07,21:32:40
1686.28,1686.28,16.96,0,55.1,65.8,54,317.334,16001,-999.25,16.96,3.54,1.51,22-Mar-07,21:32:50
1686.37,1686.37,16.96,0,55.1,66,54,332.667,15838,-999.25,16.96,3.54,1.51,22-Mar-07,21:33:00
1686.39,1686.39,16.96,0,55,66.2,53,310.001,15998,-999.25,16.96,3.54,1.51,22-Mar-07,21:33:10
1686.47,1686.47,12.05,0,55,66,52,320.001,15873,-999.25,12.05,4.98,1.51,22-Mar-07,21:33:20
1686.53,1686.53,12.05,0,54.9,65.1,51,317.334,15957,-999.25,12.05,4.98,1.5,22-Mar-07,21:33:30
1686.59,1686.59,12.05,0.2,54.9,64.9,53,318.667,15904,-999.25,12.05,4.98,1.51,22-Mar-07,21:33:40
1686.59,1686.59,12.05,0,54.8,65.4,52,337.334,16094,-999.25,12.05,4.98,1.5,22-Mar-07,21:33:50
1686.66,1686.66,17.57,0,54.8,65.7,54,305.334,15970,-999.25,17.57,3.42,1.51,22-Mar-07,21:34:00
1686.69,1686.69,17.57,0,54.7,65.8,50,340.001,16162,-999.25,17.57,3.42,1.5,22-Mar-07,21:34:10
1686.76,1686.76,17.57,0,54.7,66.5,53,305.334,16175,-999.25,17.57,3.42,1.51,22-Mar-07,21:34:20
1686.83,1686.83,21.84,0,54.6,65.7,50,311.334,15933,-999.25,21.84,2.75,1.5,22-Mar-07,21:34:30
1686.89,1686.89,21.84,0,54.6,65.9,50,312.667,16021,-999.25,21.84,2.75,1.5,22-Mar-07,21:34:40
1686.95,1686.95,21.84,0,54.5,66.6,54,309.334,16022,-999.25,21.84,2.75,1.51,22-Mar-07,21:34:50
1686.98,1686.98,21.84,0,54.4,66.1,52,319.334,15922,-999.25,21.84,2.75,1.51,22-Mar-07,21:35:00
1687.05,1687.05,19.23,0,54.4,66.5,54,288.667,15927,-999.25,19.23,3.12,1.51,22-Mar-07,21:35:10
1687.12,1687.12,19.23,0,54.3,65.6,51,324.001,15984,-999.25,19.23,3.12,1.5,22-Mar-07,21:35:20
1687.15,1687.15,19.23,0,54.3,66.9,55,314.001,16056,-999.25,19.23,3.12,1.51,22-Mar-07,21:35:30
1687.23,1687.23,21.85,0,54.2,66.4,55,265.334,15691,-999.25,21.85,2.75,1.51,22-Mar-07,21:35:40
1687.31,1687.31,21.85,0.6,54.2,64.4,53,320.667,15870,-999.25,21.85,2.75,1.51,22-Mar-07,21:35:50
1687.31,1687.31,21.85,0.6,54.1,65.1,53,353.334,16348,-999.25,21.85,2.75,1.5,22-Mar-07,21:36:00
1687.39,1687.39,21.85,0.2,54.1,65.1,56,290.001,16128,-999.25,21.85,2.75,1.51,22-Mar-07,21:36:10
1687.45,1687.45,20.53,1.5,54,63,53,374.001,16120,-999.25,20.53,2.92,1.5,22-Mar-07,21:36:20
1687.45,1687.45,20.53,0.4,53.9,65.4,51,362.667,16630,-999.25,20.53,2.92,1.5,22-Mar-07,21:36:30
1687.55,1687.55,20.53,0,53.9,66,55,314.667,16466,-999.25,20.53,2.92,1.51,22-Mar-07,21:36:40
1687.61,1687.61,21.18,0.1,53.8,64.5,51,344.001,16314,-999.25,21.18,2.83,1.5,22-Mar-07,21:36:50
1687.68,1687.68,21.18,0.2,53.8,65,55,309.334,16313,-999.25,21.18,2.83,1.51,22-Mar-07,21:37:00
1687.72,1687.72,21.18,1.8,53.7,63.1,51,330.667,16163,-999.25,21.18,2.83,1.5,22-Mar-07,21:37:10
1687.72,1687.72,21.18,0,53.7,65.5,51,338.001,16296,-999.25,21.18,2.83,1.5,22-Mar-07,21:37:20
1687.79,1687.79,21.18,0,53.7,66.6,54,302.667,16238,-999.25,21.18,2.83,1.51,22-Mar-07,21:37:30
1687.88,1687.88,15.44,0,53.6,65.6,52,304.667,15916,-999.25,15.44,3.89,1.5,22-Mar-07,21:37:40
1687.92,1687.92,15.44,0,53.5,66.6,52,306.667,16026,-999.25,15.44,3.89,1.51,22-Mar-07,21:37:50
1688,1688,15.44,1.7,53.5,66,51,299.334,15960,-999.25,15.44,3.89,1.5,22-Mar-07,21:38:00
1688.03,1688.03,20.38,0.9,53.4,67,55,296.667,15975,-999.25,20.38,2.94,1.51,22-Mar-07,21:38:10
1688.09,1688.09,20.38,1.4,53.4,66.4,53,296.667,15816,-999.25,20.38,2.94,1.51,22-Mar-07,21:38:20
1688.17,1688.17,20.38,1.6,53.3,66.6,54,311.334,15880,-999.25,20.38,2.94,1.51,22-Mar-07,21:38:30
1688.25,1688.25,25.29,2,53.2,66.5,52,312.001,15975,-999.25,25.29,2.37,1.51,22-Mar-07,21:38:40
1688.27,1688.27,25.29,2,53.1,66.8,56,311.334,15928,-999.25,25.29,2.37,1.51,22-Mar-07,21:38:50
1688.32,1688.32,25.29,1.6,53.1,66.3,55,309.334,15801,-999.25,25.29,2.37,1.51,22-Mar-07,21:39:00
1688.43,1688.43,21.78,1.9,53.1,66.7,55,290.667,15820,-999.25,21.78,2.76,1.51,22-Mar-07,21:39:10
1688.45,1688.45,21.78,2.4,53,66.5,53,314.001,16050,-999.25,21.78,2.76,1.5,22-Mar-07,21:39:20
1688.49,1688.49,21.78,1.1,52.9,66.9,54,288.001,16012,-999.25,21.78,2.76,1.51,22-Mar-07,21:39:30
1688.57,1688.57,21.78,1,52.9,67.3,54,290.667,15770,-999.25,21.78,2.76,1.51,22-Mar-07,21:39:40
1688.64,1688.64,18.93,1.5,52.8,67,55,299.334,15757,-999.25,18.93,3.17,1.51,22-Mar-07,21:39:50
1688.69,1688.69,18.93,1.5,52.8,67.1,55,303.334,15818,-999.25,18.93,3.17,1.51,22-Mar-07,21:40:00
1688.71,1688.71,18.93,0.9,52.7,67,55,286.667,15763,-999.25,18.93,3.17,1.51,22-Mar-07,21:40:10
1688.79,1688.79,18.93,1.1,52.7,67.4,57,286.001,15716,-999.25,18.93,3.17,1.51,22-Mar-07,21:40:20
1688.83,1688.83,17.69,1,52.6,67,57,282.001,15669,-999.25,17.69,3.39,1.51,22-Mar-07,21:40:30
1688.87,1688.87,17.69,1.3,52.6,66.4,53,298.667,15794,-999.25,17.69,3.39,1.51,22-Mar-07,21:40:40
1688.96,1688.96,17.69,2,52.5,66.7,55,297.334,15801,-999.25,17.69,3.39,1.51,22-Mar-07,21:40:50
1688.97,1688.97,17.69,1.2,52.4,66.4,57,300.001,15812,-999.25,17.69,3.39,1.51,22-Mar-07,21:41:00
1689.02,1689.02,19.8,1.5,52.4,66.6,57,306.667,15666,-999.25,19.8,3.03,1.51,22-Mar-07,21:41:10
1689.05,1689.05,19.8,0.2,52.4,67.1,58,282.667,15736,-999.25,19.8,3.03,1.51,22-Mar-07,21:41:20
1689.12,1689.12,19.8,1.2,52.3,66.6,54,291.334,15679,-999.25,19.8,3.03,1.51,22-Mar-07,21:41:30
1689.17,1689.17,19.8,1,52.3,67,54,290.667,15738,-999.25,19.8,3.03,1.51,22-Mar-07,21:41:40
1689.23,1689.23,16.71,1,52.2,66.9,53,288.667,15727,-999.25,16.71,3.59,1.51,22-Mar-07,21:41:50
1689.3,1689.3,16.71,1.4,52.2,65.9,52,297.334,15806,-999.25,16.71,3.59,1.51,22-Mar-07,21:42:00
1689.33,1689.33,16.71,1.4,52.1,66.6,54,303.334,15880,-999.25,16.71,3.59,1.51,22-Mar-07,21:42:10
1689.38,1689.38,16.71,0.8,52.1,67.1,55,280.667,15851,-999.25,16.71,3.59,1.51,22-Mar-07,21:42:20
1689.42,1689.42,20.33,1.5,52,66.8,54,296.001,15706,-999.25,20.33,2.95,1.51,22-Mar-07,21:42:30
1689.49,1689.49,20.33,1.2,52,66.8,54,285.334,15683,-999.25,20.33,2.95,1.51,22-Mar-07,21:42:40
1689.53,1689.53,20.33,1.2,51.9,66.8,53,297.334,15853,-999.25,20.33,2.95,1.51,22-Mar-07,21:42:50
1689.58,1689.58,20.33,0.8,51.9,66.8,55,284.001,15832,-999.25,20.33,2.95,1.51,22-Mar-07,21:43:00
1689.64,1689.64,17.15,0.9,51.8,67.1,55,281.334,15697,-999.25,17.15,3.5,1.51,22-Mar-07,21:43:10
1689.69,1689.69,17.15,0.8,51.8,66.9,55,276.001,15658,-999.25,17.15,3.5,1.51,22-Mar-07,21:43:20
1689.76,1689.76,17.15,1.3,51.7,66.4,53,296.667,15704,-999.25,17.15,3.5,1.51,22-Mar-07,21:43:30
1689.81,1689.81,20.61,1.6,51.6,66.2,53,295.334,15799,-999.25,20.61,2.91,1.51,22-Mar-07,21:43:40
1689.82,1689.82,20.61,1.1,51.6,67.5,56,290.001,15802,-999.25,20.61,2.91,1.51,22-Mar-07,21:43:50
1689.9,1689.9,20.61,0.9,51.6,67.1,56,286.001,15634,-999.25,20.61,2.91,1.51,22-Mar-07,21:44:00
1689.95,1689.95,20.61,2,51.5,65.9,54,289.334,15619,-999.25,20.61,2.91,1.51,22-Mar-07,21:44:10
1689.97,1689.97,20.61,2.3,51.4,65.7,53,310.667,15903,-999.25,20.61,2.91,1.51,22-Mar-07,21:44:20
1690.02,1690.02,14.68,1,51.4,66.9,55,294.001,15930,-999.25,14.68,4.09,1.51,22-Mar-07,21:44:30
1690.09,1690.09,14.68,1.4,51.4,66,53,298.667,15754,-999.25,14.68,4.09,1.51,22-Mar-07,21:44:40
